ID,Positive,Negative,Tweet
1354020196793552898,ยืนยัน,"ยืนยันพบโควิดกลายพันธ์,กลายพันธ์",ฟิลิปปินส์ ยืนยันพบโควิดกลายพันธุ์จากอังกฤษ คน
1354012680428765185,,,เช็กได้ที่นี่ คลังเปิดวิธีลงทะเบียน เราชนะ แบบละเอียด เริ่ม ม.ค.
1354009008743436288,,ติดเชื้อเพิ่มอีก,คลัสเตอร์ ดีเจมะตูม ติดเชื้อเพิ่มอีก รวมเป็น ราย
1353998613941284867,,"ติดเชื้อโควิด, ติดเชิ้อโควิดอยู่ด้วย",เอิร์ธ พงศกร รองโฆษก กทม. เปิดไทม์ไลน์ โควิดกทม. เพิ่มอีก ราย รวมเพื่อนดีเจมะตูมที่ติดเชื้อโควิดอยู่ด้วย
1353993227783737382,"ช่วยผลกระทบโควิด,ขยายเวลา",,ช่วยผลกระทบโควิด ครม.ไฟเขียวขยายเวลายื่นจ่ายภาษีไปถึงมิ.ย.
1353992787675418625,"ผ่อนคลาย,ผ่อนคลายมาตราการ",,ลุ้น ศบค. ประชุมผ่อนคลายมาตรการเป็นรายพื้นที่ ม.ค.นี้
1353985479545241600,ชี้แจง,,หนิง ปณิตา ชี้แจงแล้ว หลังถูกทัวร์ลงบอกสิ่งที่ ดีเจมะตูม ทำคือเจ๋งมาก
1353981374659661825,จ่าย,,ครม.ไฟเขียวให้ เราชนะ ใช้จ่ายค่าขนส่งสาธารณะได้ทุกประเภท
1353975371675258886,,"ข่าวปลอม, เสียชีวิต",ข่าวปลอม อย่าแชร์ ผู้ว่าฯสมุทรสาคร เสียชีวิตแล้ว
1353972347334651905,,"ตกงาน,พิาโควิด",พิษโควิด ทำทั่วโลกตกงาน ล้านตำแหน่ง
1353957728406781952,ตรวจซ้ำ,หลอนทุกวัน,หลอนทุกวัน เปิ้ล นาคร ตรวจโควิดซ้ำ รอฟังผลตอนเย็น
1353956649547882496,,,เคลียร์ชัดทุกคำตอบ เราชนะ ช่องทางรับสิทธิ์ เริ่มเมื่อไหร่ เงินเข้าวันไหน
1353952224775311361,,,กทม.เปิดไทม์ไลน์ผู้ติดโควิด ราย ไปฟิตเนส เดินห้าง กางเต็นท์
1353930110869532672,พิจารณาว่าจะคลาย,,เผย มค.นี้ ศบค.ชุดใหญ่จะพิจารณาว่าจะคลาย
1353904241891414017,,ติดเชื้อโควิดสูงสุด,โฆษกกรุงเทพฯ เผย เขต กทม. ติดเชื้อโควิด สูงสุด
1353715845780762624,,ยอดติดเชื้อโควิดสูงสุด,เปิด เขตกทม.ยอดติดเชื้อโควิดสูงสุด สยามรัฐ
1353698989908979718,"ยังไม่มีผู้ติดเชื้อ,อัพเดทสถานการณ์โควิด",,กทม. อัปเดตสถานการณ์โควิด เผย เขต ที่มีผู้ติดเชื้อสูงสุด ส่วน เขตสะพานสูง และเขตสัมพันธวงศ์ ยังไม่มีผู้ติดเชื้อ
